university_name,country,city,language,budget,major,gpa,sat,ielts,avg_temp,qs_rank,scholarships,description,strengths,weaknesses,can_admit
Белякова University of г. Нерчинск,Japan,г. Нерчинск,Японский,8423,Computer Science,4.56,1033,8.7,29.2,393,144,Белякова University of г. Нерчинск — один из ведущих университетов в Japan. Университет известен своими достижениями в области computer science.,Сильная программа по ИИ,Высокая стоимость жизни,0
Игнатова University of д. Оленегорск (Якут.),Australia,д. Оленегорск (Якут.),Английский,19621,Psychology,4.8,863,7.1,9.1,990,58,Игнатова University of д. Оленегорск (Якут.) — один из ведущих университетов в Australia. Университет известен своими достижениями в области psychology.,Сильный студенческий обмен,Маленькое общежитие,0
Панов University of ст. Кашира,Netherlands,ст. Кашира,Английский,21006,Medicine,2.75,1256,6.0,11.5,1414,368,Панов University of ст. Кашира — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области medicine.,Сильный студенческий обмен,Дорогая аренда жилья,0
Одинцов University of г. Батайск,France,г. Батайск,Французский,25237,Mathematics,4.11,901,5.4,18.1,923,212,Одинцов University of г. Батайск — один из ведущих университетов в France. Университет известен своими достижениями в области mathematics.,Сильная программа по ИИ,Высокая стоимость жизни,0
Соловьев University of с. Мирный,Japan,с. Мирный,Японский,27237,Medicine,4.73,964,7.7,3.2,365,297,Соловьев University of с. Мирный — один из ведущих университетов в Japan. Университет известен своими достижениями в области medicine.,Сильные инженерные программы,Дорогая аренда жилья,0
Зимин University of к. Геленджик,Germany,к. Геленджик,Немецкий,27174,Chemistry,2.52,1429,5.9,2.4,777,466,Зимин University of к. Геленджик — один из ведущих университетов в Germany. Университет известен своими достижениями в области chemistry.,Отличное финансирование исследований,Нехватка стажировок,0
Лебедев University of ст. Обнинск,United Kingdom,ст. Обнинск,Английский,8937,Computer Science,4.27,1490,7.4,1.7,637,120,Лебедев University of ст. Обнинск — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области computer science.,Развитая инфраструктура,Нехватка стажировок,1
Мамонтов University of ст. Сызрань,South Korea,ст. Сызрань,Корейский,51891,Computer Science,2.8,1537,7.9,-3.3,15,250,Мамонтов University of ст. Сызрань — один из ведущих университетов в South Korea. Университет известен своими достижениями в области computer science.,Отличное финансирование исследований,Сложности с визами,0
Максимов University of ст. Белорецк,USA,ст. Белорецк,Английский,6336,Architecture,3.85,1060,8.5,7.2,1434,88,Максимов University of ст. Белорецк — один из ведущих университетов в USA. Университет известен своими достижениями в области architecture.,Сильный студенческий обмен,Дорогая аренда жилья,0
Бобылева University of ст. Анапа,USA,ст. Анапа,Английский,6328,Political Science,3.81,1295,6.2,12.3,906,148,Бобылева University of ст. Анапа — один из ведущих университетов в USA. Университет известен своими достижениями в области political science.,Отличное финансирование исследований,Дорогая аренда жилья,1
Якушева University of п. Кирово-Чепецк,USA,п. Кирово-Чепецк,Английский,49318,Chemistry,3.24,1146,6.5,18.1,1175,213,Якушева University of п. Кирово-Чепецк — один из ведущих университетов в USA. Университет известен своими достижениями в области chemistry.,Сильные инженерные программы,Сложности с визами,0
Никонова University of ст. Кетченеры,Australia,ст. Кетченеры,Английский,50080,Art,3.11,1187,8.3,22.0,1461,166,Никонова University of ст. Кетченеры — один из ведущих университетов в Australia. Университет известен своими достижениями в области art.,Сильный студенческий обмен,Нехватка стажировок,0
Кулаков University of с. Горячинск,United Kingdom,с. Горячинск,Английский,59654,Computer Science,3.86,824,7.8,13.9,126,110,Кулаков University of с. Горячинск — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области computer science.,Сильные инженерные программы,Нехватка стажировок,0
Васильев University of п. Кош-Агач,United Kingdom,п. Кош-Агач,Английский,32756,Economics,4.05,1475,7.4,21.1,540,470,Васильев University of п. Кош-Агач — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области economics.,Развитая инфраструктура,Дорогая аренда жилья,1
Тетерин University of ст. Губкин,Canada,ст. Губкин,Английский,9100,Physics,2.06,1524,8.6,27.7,395,70,Тетерин University of ст. Губкин — один из ведущих университетов в Canada. Университет известен своими достижениями в области physics.,Сильные инженерные программы,Сложности с визами,0
Белоусова University of п. Воткинск,China,п. Воткинск,Китайский,37558,Computer Science,3.75,1069,6.1,4.1,1365,100,Белоусова University of п. Воткинск — один из ведущих университетов в China. Университет известен своими достижениями в области computer science.,Сильная программа по ИИ,Маленькое общежитие,0
Веселова University of д. Шереметьево,China,д. Шереметьево,Китайский,42628,Physics,2.54,1468,7.8,16.7,1094,402,Веселова University of д. Шереметьево — один из ведущих университетов в China. Университет известен своими достижениями в области physics.,Развитая инфраструктура,Сложности с визами,0
Вишнякова University of д. Шелагонцы,United Kingdom,д. Шелагонцы,Английский,42512,Computer Science,3.97,1335,5.5,6.1,130,294,Вишнякова University of д. Шелагонцы — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области computer science.,Сильный студенческий обмен,Нехватка стажировок,0
Давыдова University of д. Нальчик,Japan,д. Нальчик,Японский,57318,Mathematics,2.7,1543,6.6,-2.8,1305,14,Давыдова University of д. Нальчик — один из ведущих университетов в Japan. Университет известен своими достижениями в области mathematics.,Отличное финансирование исследований,Маленькое общежитие,0
Котова University of д. Калевала,Netherlands,д. Калевала,Английский,36379,Psychology,3.86,931,4.5,19.4,723,152,Котова University of д. Калевала — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области psychology.,Сильная программа по ИИ,Дорогая аренда жилья,0
Григорьев University of д. Котлас,USA,д. Котлас,Английский,46423,Medicine,2.87,1163,8.0,15.8,1164,342,Григорьев University of д. Котлас — один из ведущих университетов в USA. Университет известен своими достижениями в области medicine.,Развитая инфраструктура,Сложности с визами,0
Афанасьева University of клх Пушкино (Моск.),Singapore,клх Пушкино (Моск.),Английский,25943,Biology,2.87,864,8.7,15.4,1245,338,Афанасьева University of клх Пушкино (Моск.) — один из ведущих университетов в Singapore. Университет известен своими достижениями в области biology.,Сильные инженерные программы,Высокая стоимость жизни,0
Королев University of г. Новосибирск,Germany,г. Новосибирск,Немецкий,43761,Mathematics,4.24,1140,5.0,17.7,99,263,Королев University of г. Новосибирск — один из ведущих университетов в Germany. Университет известен своими достижениями в области mathematics.,Сильная программа по ИИ,Нехватка стажировок,0
Корнилова University of к. Анива,Canada,к. Анива,Английский,57500,Engineering,3.85,889,6.4,10.5,107,300,Корнилова University of к. Анива — один из ведущих университетов в Canada. Университет известен своими достижениями в области engineering.,Сильный студенческий обмен,Маленькое общежитие,0
Елисеева University of к. Моздок,United Kingdom,к. Моздок,Английский,42007,Mathematics,3.47,1036,6.6,0.4,791,375,Елисеева University of к. Моздок — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области mathematics.,Сильная программа по ИИ,Маленькое общежитие,0
Комарова University of ст. Новороссийск,China,ст. Новороссийск,Китайский,32127,Mathematics,4.55,1451,6.5,3.0,1211,9,Комарова University of ст. Новороссийск — один из ведущих университетов в China. Университет известен своими достижениями в области mathematics.,Развитая инфраструктура,Высокая стоимость жизни,1
Комарова University of с. Зеленогорск (Ленин.),South Korea,с. Зеленогорск (Ленин.),Корейский,32008,Physics,2.01,1502,7.7,11.9,1423,314,Комарова University of с. Зеленогорск (Ленин.) — один из ведущих университетов в South Korea. Университет известен своими достижениями в области physics.,Сильные инженерные программы,Маленькое общежитие,0
Вишнякова University of ст. Салехард,United Kingdom,ст. Салехард,Английский,9379,Chemistry,3.37,1094,6.8,12.6,1010,93,Вишнякова University of ст. Салехард — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области chemistry.,Сильный студенческий обмен,Сложности с визами,0
Сафонов University of ст. Мураши,France,ст. Мураши,Французский,10306,Biology,3.46,802,4.8,0.1,527,39,Сафонов University of ст. Мураши — один из ведущих университетов в France. Университет известен своими достижениями в области biology.,Развитая инфраструктура,Маленькое общежитие,0
Дементьев University of п. Камень-на-Оби,United Kingdom,п. Камень-на-Оби,Английский,55190,Physics,2.83,1570,6.2,10.7,269,44,Дементьев University of п. Камень-на-Оби — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области physics.,Сильная программа по ИИ,Сложности с визами,0
Сорокина University of с. Кировск (Ленин.),Canada,с. Кировск (Ленин.),Английский,45636,Environmental Science,3.42,853,6.9,15.5,122,63,Сорокина University of с. Кировск (Ленин.) — один из ведущих университетов в Canada. Университет известен своими достижениями в области environmental science.,Развитая инфраструктура,Высокая стоимость жизни,0
Рябов University of с. Качканар,Canada,с. Качканар,Английский,54995,Art,4.96,1167,6.0,3.2,784,236,Рябов University of с. Качканар — один из ведущих университетов в Canada. Университет известен своими достижениями в области art.,Отличное финансирование исследований,Высокая стоимость жизни,0
Герасимов University of клх Шуя,Australia,клх Шуя,Английский,50818,Economics,4.47,1486,7.5,12.5,145,61,Герасимов University of клх Шуя — один из ведущих университетов в Australia. Университет известен своими достижениями в области economics.,Отличное финансирование исследований,Нехватка стажировок,1
Комарова University of д. Верхний Уфалей,United Kingdom,д. Верхний Уфалей,Английский,51038,Mathematics,4.48,1121,5.4,22.3,1232,137,Комарова University of д. Верхний Уфалей — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области mathematics.,Развитая инфраструктура,Высокая стоимость жизни,0
Журавлева University of с. Абинск,United Kingdom,с. Абинск,Английский,24408,Political Science,2.11,904,8.5,5.0,849,96,Журавлева University of с. Абинск — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области political science.,Сильная программа по ИИ,Маленькое общежитие,0
Евдокимова University of п. Белореченск,Australia,п. Белореченск,Английский,20706,Business,4.8,1282,8.6,10.4,720,63,Евдокимова University of п. Белореченск — один из ведущих университетов в Australia. Университет известен своими достижениями в области business.,Сильные инженерные программы,Нехватка стажировок,1
Аксенова University of ст. Малоярославец,Singapore,ст. Малоярославец,Английский,42475,Mathematics,4.28,1092,8.1,3.5,853,21,Аксенова University of ст. Малоярославец — один из ведущих университетов в Singapore. Университет известен своими достижениями в области mathematics.,Сильная программа по ИИ,Маленькое общежитие,0
Никифоров University of ст. Билибино,Germany,ст. Билибино,Немецкий,57039,Computer Science,2.13,1553,7.4,23.9,1327,4,Никифоров University of ст. Билибино — один из ведущих университетов в Germany. Университет известен своими достижениями в области computer science.,Сильный студенческий обмен,Сложности с визами,0
Гордеева University of г. Яр-Сале,Japan,г. Яр-Сале,Японский,39199,Physics,4.59,1499,4.4,9.5,811,33,Гордеева University of г. Яр-Сале — один из ведущих университетов в Japan. Университет известен своими достижениями в области physics.,Развитая инфраструктура,Сложности с визами,0
Белякова University of клх Югорск,China,клх Югорск,Китайский,52160,Medicine,4.12,1548,8.7,-2.6,632,347,Белякова University of клх Югорск — один из ведущих университетов в China. Университет известен своими достижениями в области medicine.,Сильные инженерные программы,Дорогая аренда жилья,1
Мельников University of г. Вендинга,South Korea,г. Вендинга,Корейский,45477,Economics,3.55,1562,5.9,2.1,1352,274,Мельников University of г. Вендинга — один из ведущих университетов в South Korea. Университет известен своими достижениями в области economics.,Сильный студенческий обмен,Маленькое общежитие,0
Бобров University of клх Тулпан,Russia,клх Тулпан,Русский,47845,Economics,4.38,1385,8.7,6.8,143,272,Бобров University of клх Тулпан — один из ведущих университетов в Russia. Университет известен своими достижениями в области economics.,Сильный студенческий обмен,Высокая стоимость жизни,1
Тихонова University of п. Орехово-Зуево,Japan,п. Орехово-Зуево,Японский,37187,Economics,2.42,916,7.1,2.4,963,63,Тихонова University of п. Орехово-Зуево — один из ведущих университетов в Japan. Университет известен своими достижениями в области economics.,Развитая инфраструктура,Нехватка стажировок,0
Пахомов University of п. Белоярский,France,п. Белоярский,Французский,7689,Computer Science,3.82,1034,6.0,5.3,368,350,Пахомов University of п. Белоярский — один из ведущих университетов в France. Университет известен своими достижениями в области computer science.,Отличное финансирование исследований,Нехватка стажировок,0
Сергеева University of с. Миллерово,China,с. Миллерово,Китайский,40415,Economics,3.19,801,7.1,4.5,613,262,Сергеева University of с. Миллерово — один из ведущих университетов в China. Университет известен своими достижениями в области economics.,Сильная программа по ИИ,Маленькое общежитие,0
Белозеров University of п. Кинешма,South Korea,п. Кинешма,Корейский,14537,Biology,3.53,1513,7.7,2.4,660,79,Белозеров University of п. Кинешма — один из ведущих университетов в South Korea. Университет известен своими достижениями в области biology.,Сильная программа по ИИ,Дорогая аренда жилья,1
Шарапова University of ст. Истра,Canada,ст. Истра,Английский,39999,Business,3.84,1360,8.9,25.9,60,390,Шарапова University of ст. Истра — один из ведущих университетов в Canada. Университет известен своими достижениями в области business.,Отличное финансирование исследований,Нехватка стажировок,1
Тимофеева University of ст. Тихвин,Singapore,ст. Тихвин,Английский,23405,Environmental Science,4.16,1296,5.3,6.8,1100,43,Тимофеева University of ст. Тихвин — один из ведущих университетов в Singapore. Университет известен своими достижениями в области environmental science.,Сильная программа по ИИ,Дорогая аренда жилья,0
Веселова University of ст. Туапсе,Netherlands,ст. Туапсе,Английский,47660,Environmental Science,2.21,941,6.5,28.6,1211,464,Веселова University of ст. Туапсе — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области environmental science.,Сильные инженерные программы,Нехватка стажировок,0
Крюкова University of клх Гремячинск (Перм.),Singapore,клх Гремячинск (Перм.),Английский,14130,Art,2.84,1368,4.8,17.7,866,247,Крюкова University of клх Гремячинск (Перм.) — один из ведущих университетов в Singapore. Университет известен своими достижениями в области art.,Сильные инженерные программы,Дорогая аренда жилья,0
Устинов University of к. Ишим,Singapore,к. Ишим,Английский,33191,Chemistry,3.23,886,8.9,13.3,69,256,Устинов University of к. Ишим — один из ведущих университетов в Singapore. Университет известен своими достижениями в области chemistry.,Сильные инженерные программы,Высокая стоимость жизни,0
Фокина University of ст. Белореченск,South Korea,ст. Белореченск,Корейский,48641,Business,4.74,947,4.3,28.6,1260,273,Фокина University of ст. Белореченск — один из ведущих университетов в South Korea. Университет известен своими достижениями в области business.,Отличное финансирование исследований,Нехватка стажировок,0
Рожкова University of п. Онега,Germany,п. Онега,Немецкий,13042,Physics,2.21,1082,7.5,-2.4,994,179,Рожкова University of п. Онега — один из ведущих университетов в Germany. Университет известен своими достижениями в области physics.,Сильные инженерные программы,Высокая стоимость жизни,0
Крюков University of п. Луга,France,п. Луга,Французский,7738,Engineering,3.45,898,5.3,24.3,961,213,Крюков University of п. Луга — один из ведущих университетов в France. Университет известен своими достижениями в области engineering.,Отличное финансирование исследований,Дорогая аренда жилья,0
Ермаков University of клх Горно-Алтайск,China,клх Горно-Алтайск,Китайский,37347,Environmental Science,4.38,996,4.4,5.8,450,155,Ермаков University of клх Горно-Алтайск — один из ведущих университетов в China. Университет известен своими достижениями в области environmental science.,Сильный студенческий обмен,Высокая стоимость жизни,0
Баранов University of ст. Сарапул,Japan,ст. Сарапул,Японский,25195,Chemistry,4.61,1556,7.3,6.0,152,84,Баранов University of ст. Сарапул — один из ведущих университетов в Japan. Университет известен своими достижениями в области chemistry.,Сильные инженерные программы,Маленькое общежитие,1
Симонов University of п. Касимов,Canada,п. Касимов,Английский,52534,Engineering,4.52,1158,4.1,25.4,36,156,Симонов University of п. Касимов — один из ведущих университетов в Canada. Университет известен своими достижениями в области engineering.,Отличное финансирование исследований,Дорогая аренда жилья,0
Козлова University of г. Александровск-Сахалинский,China,г. Александровск-Сахалинский,Китайский,37187,Political Science,3.52,1465,6.1,5.1,294,384,Козлова University of г. Александровск-Сахалинский — один из ведущих университетов в China. Университет известен своими достижениями в области political science.,Сильные инженерные программы,Высокая стоимость жизни,1
Пахомов University of д. Таштагол,Japan,д. Таштагол,Японский,26030,Business,2.85,895,8.1,16.9,693,33,Пахомов University of д. Таштагол — один из ведущих университетов в Japan. Университет известен своими достижениями в области business.,Сильная программа по ИИ,Нехватка стажировок,0
Соболева University of г. Челябинск,Canada,г. Челябинск,Английский,14558,Engineering,5.0,816,6.6,19.2,636,64,Соболева University of г. Челябинск — один из ведущих университетов в Canada. Университет известен своими достижениями в области engineering.,Сильная программа по ИИ,Маленькое общежитие,0
Маркова University of п. Дно,Russia,п. Дно,Русский,30269,Engineering,2.38,1504,7.1,19.8,819,50,Маркова University of п. Дно — один из ведущих университетов в Russia. Университет известен своими достижениями в области engineering.,Развитая инфраструктура,Нехватка стажировок,0
Рябова University of с. Тавда,USA,с. Тавда,Английский,31044,Political Science,3.28,1294,8.1,21.7,1070,120,Рябова University of с. Тавда — один из ведущих университетов в USA. Университет известен своими достижениями в области political science.,Отличное финансирование исследований,Маленькое общежитие,0
Беляев University of ст. Ангарск,Russia,ст. Ангарск,Русский,22007,Mathematics,4.04,1010,5.1,8.2,190,412,Беляев University of ст. Ангарск — один из ведущих университетов в Russia. Университет известен своими достижениями в области mathematics.,Сильные инженерные программы,Нехватка стажировок,0
"Русакова University of г. Москва, МГУ",Canada,"г. Москва, МГУ",Английский,56156,Economics,4.21,1180,7.2,-3.8,1338,295,"Русакова University of г. Москва, МГУ — один из ведущих университетов в Canada. Университет известен своими достижениями в области economics.",Сильные инженерные программы,Сложности с визами,0
Кононов University of г. Волгодонск,France,г. Волгодонск,Французский,23293,Engineering,2.36,1137,6.6,-0.8,797,269,Кононов University of г. Волгодонск — один из ведущих университетов в France. Университет известен своими достижениями в области engineering.,Сильная программа по ИИ,Нехватка стажировок,0
Архипова University of клх Учалы,Canada,клх Учалы,Английский,10600,Psychology,4.25,1048,7.7,5.2,1343,227,Архипова University of клх Учалы — один из ведущих университетов в Canada. Университет известен своими достижениями в области psychology.,Сильные инженерные программы,Дорогая аренда жилья,0
Моисеева University of п. Ивдель,France,п. Ивдель,Французский,28366,Business,2.03,1249,4.8,1.1,323,50,Моисеева University of п. Ивдель — один из ведущих университетов в France. Университет известен своими достижениями в области business.,Сильная программа по ИИ,Сложности с визами,0
Костин University of ст. Сочи,Australia,ст. Сочи,Английский,34107,Chemistry,4.83,891,5.7,29.1,534,306,Костин University of ст. Сочи — один из ведущих университетов в Australia. Университет известен своими достижениями в области chemistry.,Развитая инфраструктура,Сложности с визами,0
Казакова University of д. Ковров,Singapore,д. Ковров,Английский,57743,Economics,2.9,1026,6.5,7.0,537,81,Казакова University of д. Ковров — один из ведущих университетов в Singapore. Университет известен своими достижениями в области economics.,Развитая инфраструктура,Дорогая аренда жилья,0
Тарасов University of д. Красноуфимск,United Kingdom,д. Красноуфимск,Английский,11248,Computer Science,4.35,1108,5.5,8.2,979,456,Тарасов University of д. Красноуфимск — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области computer science.,Сильная программа по ИИ,Дорогая аренда жилья,0
Мартынов University of г. Шерегеш,China,г. Шерегеш,Китайский,31269,Chemistry,2.03,869,8.2,9.9,923,20,Мартынов University of г. Шерегеш — один из ведущих университетов в China. Университет известен своими достижениями в области chemistry.,Сильные инженерные программы,Сложности с визами,0
Бурова University of г. Кизляр,Singapore,г. Кизляр,Английский,18824,Medicine,3.46,860,7.2,25.4,1351,84,Бурова University of г. Кизляр — один из ведущих университетов в Singapore. Университет известен своими достижениями в области medicine.,Развитая инфраструктура,Маленькое общежитие,0
Максимов University of клх Шатура,Netherlands,клх Шатура,Английский,34914,Architecture,3.36,948,6.5,7.1,873,137,Максимов University of клх Шатура — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области architecture.,Отличное финансирование исследований,Высокая стоимость жизни,0
Бирюкова University of клх Семлячики,France,клх Семлячики,Французский,43947,Art,2.22,1084,6.0,19.7,132,194,Бирюкова University of клх Семлячики — один из ведущих университетов в France. Университет известен своими достижениями в области art.,Сильные инженерные программы,Сложности с визами,0
Дьячкова University of г. Инта,United Kingdom,г. Инта,Английский,25468,Mathematics,3.16,1373,5.2,16.9,1372,60,Дьячкова University of г. Инта — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области mathematics.,Сильные инженерные программы,Сложности с визами,0
Кузьмина University of г. Новочеркасск,USA,г. Новочеркасск,Английский,30849,Mathematics,3.21,998,6.3,-1.1,795,437,Кузьмина University of г. Новочеркасск — один из ведущих университетов в USA. Университет известен своими достижениями в области mathematics.,Развитая инфраструктура,Сложности с визами,0
Морозова University of клх Долинск,South Korea,клх Долинск,Корейский,24565,Environmental Science,4.05,1481,8.9,9.8,111,256,Морозова University of клх Долинск — один из ведущих университетов в South Korea. Университет известен своими достижениями в области environmental science.,Развитая инфраструктура,Высокая стоимость жизни,1
Тимофеева University of г. Великий Устюг,USA,г. Великий Устюг,Английский,49371,Physics,4.13,942,5.8,13.8,1076,426,Тимофеева University of г. Великий Устюг — один из ведущих университетов в USA. Университет известен своими достижениями в области physics.,Сильный студенческий обмен,Дорогая аренда жилья,0
Ильин University of г. Мичуринск,Russia,г. Мичуринск,Русский,12100,Business,2.69,856,9.0,21.6,1440,81,Ильин University of г. Мичуринск — один из ведущих университетов в Russia. Университет известен своими достижениями в области business.,Сильная программа по ИИ,Сложности с визами,0
Алексеева University of ст. Иваново,United Kingdom,ст. Иваново,Английский,33977,Art,2.77,1230,7.0,14.6,201,452,Алексеева University of ст. Иваново — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области art.,Сильный студенческий обмен,Высокая стоимость жизни,0
Юдина University of клх Мураши,South Korea,клх Мураши,Корейский,39312,Biology,2.66,1504,5.2,5.9,507,406,Юдина University of клх Мураши — один из ведущих университетов в South Korea. Университет известен своими достижениями в области biology.,Сильная программа по ИИ,Высокая стоимость жизни,0
Дьячкова University of д. Кировск (Мурм.),France,д. Кировск (Мурм.),Французский,36024,Environmental Science,2.3,1145,8.5,-3.5,1284,273,Дьячкова University of д. Кировск (Мурм.) — один из ведущих университетов в France. Университет известен своими достижениями в области environmental science.,Отличное финансирование исследований,Маленькое общежитие,0
Кулакова University of д. Златоуст,Netherlands,д. Златоуст,Английский,38714,Architecture,3.53,1242,6.8,5.6,1038,118,Кулакова University of д. Златоуст — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области architecture.,Сильный студенческий обмен,Маленькое общежитие,1
Вишняков University of ст. Якша,Singapore,ст. Якша,Английский,56751,Computer Science,4.55,1073,5.7,-4.5,235,351,Вишняков University of ст. Якша — один из ведущих университетов в Singapore. Университет известен своими достижениями в области computer science.,Сильный студенческий обмен,Маленькое общежитие,0
Васильев University of д. Поронайск,Canada,д. Поронайск,Английский,34430,Chemistry,3.89,1234,5.8,-3.1,1229,90,Васильев University of д. Поронайск — один из ведущих университетов в Canada. Университет известен своими достижениями в области chemistry.,Развитая инфраструктура,Сложности с визами,0
Бирюкова University of д. Кропоткин (Краснод.),South Korea,д. Кропоткин (Краснод.),Корейский,50389,Business,3.28,1273,7.9,22.7,897,257,Бирюкова University of д. Кропоткин (Краснод.) — один из ведущих университетов в South Korea. Университет известен своими достижениями в области business.,Отличное финансирование исследований,Высокая стоимость жизни,0
Горшкова University of г. Бологое,Canada,г. Бологое,Английский,12613,Physics,2.19,1421,7.6,25.0,1032,429,Горшкова University of г. Бологое — один из ведущих университетов в Canada. Университет известен своими достижениями в области physics.,Отличное финансирование исследований,Дорогая аренда жилья,0
Шубина University of клх Истра,Japan,клх Истра,Японский,18859,Business,3.91,1150,5.7,11.3,1176,288,Шубина University of клх Истра — один из ведущих университетов в Japan. Университет известен своими достижениями в области business.,Сильная программа по ИИ,Высокая стоимость жизни,0
Копылова University of г. Киренск,South Korea,г. Киренск,Корейский,25449,Medicine,3.83,1234,5.5,10.4,1098,314,Копылова University of г. Киренск — один из ведущих университетов в South Korea. Университет известен своими достижениями в области medicine.,Сильная программа по ИИ,Нехватка стажировок,0
Захарова University of клх Апатиты,China,клх Апатиты,Китайский,38978,Political Science,2.35,1587,6.0,2.5,368,171,Захарова University of клх Апатиты — один из ведущих университетов в China. Университет известен своими достижениями в области political science.,Сильные инженерные программы,Нехватка стажировок,0
Суханов University of г. Белый Яр (Томск.),Japan,г. Белый Яр (Томск.),Японский,39572,Biology,3.32,1472,4.1,27.7,988,272,Суханов University of г. Белый Яр (Томск.) — один из ведущих университетов в Japan. Университет известен своими достижениями в области biology.,Сильный студенческий обмен,Маленькое общежитие,0
Шилова University of г. Верещагино (Перм.),United Kingdom,г. Верещагино (Перм.),Английский,37369,Mathematics,2.93,1409,4.4,2.1,198,250,Шилова University of г. Верещагино (Перм.) — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области mathematics.,Сильная программа по ИИ,Нехватка стажировок,0
Самойлов University of с. Домодедово,Germany,с. Домодедово,Немецкий,30558,Business,2.37,1276,8.1,13.9,787,332,Самойлов University of с. Домодедово — один из ведущих университетов в Germany. Университет известен своими достижениями в области business.,Сильная программа по ИИ,Маленькое общежитие,0
Козлова University of с. Черусти,Russia,с. Черусти,Русский,31961,Architecture,3.7,1486,8.3,29.1,520,392,Козлова University of с. Черусти — один из ведущих университетов в Russia. Университет известен своими достижениями в области architecture.,Сильная программа по ИИ,Сложности с визами,1
Тимофеев University of п. Учалы,Japan,п. Учалы,Японский,15822,Biology,2.0,1325,6.5,21.4,346,257,Тимофеев University of п. Учалы — один из ведущих университетов в Japan. Университет известен своими достижениями в области biology.,Сильная программа по ИИ,Дорогая аренда жилья,0
